,BEAN_GPS_LNG,BEAN_GPS_LAT
325,33.7479874,0.6062494
326,33.7479777,0.6062559
327,33.748004,0.6062947
328,33.7480266,0.6062725
329,33.7480153,0.6062958
330,33.7479481,0.6062233
331,33.7479258,0.6061991
332,33.747841,0.6060775
333,33.7478938,0.6061964
334,33.7479383,0.6062177
335,33.7479181,0.6062239
336,33.7478951,0.6061991
337,33.7478942,0.6062237
338,33.747895,0.6062283
339,33.7478977,0.6062267
340,33.7479075,0.6062375
341,33.7479181,0.60626
342,33.7479043,0.6062427
343,33.7478609,0.606275
344,33.7479309,0.6062992
345,33.7481056,0.6063322
346,33.7480339,0.6063029
347,33.7479731,0.6063125
348,33.7480512,0.6063302
349,33.7480427,0.6063344
350,33.7480359,0.6062982
351,33.7480223,0.6063135
352,33.7479744,0.6062196
353,34.1686617,0.9594883
354,34.1705583,0.957194
355,33.1192989,0.9381957
356,33.1193169,0.938214
357,33.1193163,0.9382336
358,33.1193511,0.9382393
359,33.1194435,0.9382325
360,33.1194938,0.9382169
361,33.1195353,0.9381614
362,33.1195226,0.9381648
363,33.1110933,0.9304233
364,33.1191833,0.8710967
365,33.1169817,0.875695
366,33.1164417,0.877485
367,33.1160403,0.8781336
368,33.1147967,0.8810067
369,33.1113367,0.8884333
370,33.1103483,0.8909183
371,33.1102672,0.8910878
372,33.1099469,0.89215
373,33.1097164,0.8925811
374,33.1091383,0.8943917
375,33.108735,0.89698
376,33.10848,0.9003883
377,33.1248253,0.9830581
378,33.1247377,0.9830156
379,33.1247084,0.9829759
380,34.1704333,0.958605
381,32.1633601,0.9208522
382,32.1634199,0.9207162
383,32.1506473,0.9429548
384,34.1609567,0.7033217
385,34.1609617,0.7033217
386,34.1609683,0.7033217
387,34.1606533,0.7037967
388,34.1604417,0.7038717
389,34.1604081,0.7039506
390,34.1604467,0.7039233
391,34.1606048,0.7038875
392,34.1605817,0.7039517
393,34.1603133,0.704315
394,34.1611389,0.7046498
395,33.855632,1.5740429
396,33.8551603,1.5746095
397,33.8561244,1.5739907
398,32.1636275,0.920618
399,32.1635602,0.9205522
400,33.1258245,0.9820618
401,33.1256794,0.9820098
402,33.12566,0.9820566
403,33.1256402,0.9821462
404,33.1251571,0.9826048
405,33.1250788,0.9826819
406,33.1250367,0.9827317
407,33.1249957,0.98279
408,33.1247207,0.9828912
409,33.1247109,0.9828896
410,33.124711,0.9828843
411,33.12469,0.9829544
412,33.1247184,0.9829671
413,33.1247669,0.9829488
414,33.1247215,0.9829319
415,33.1246897,0.9829392
416,33.1246841,0.9829408
417,33.124693,0.98293
418,33.1247196,0.9828929
419,33.124725,0.9828883
420,33.1247197,0.982894
421,33.7499379,0.6080574
422,33.74995,0.6080811
423,33.7498566,0.608043
424,33.7499165,0.6080432
425,32.6127667,0.5254239
426,32.6114742,0.5257108
427,32.6118208,0.526075
428,32.6119509,0.5259459
429,32.6118533,0.5256533
430,33.7498683,0.6080624
431,32.6113902,0.5257643
432,33.7502302,0.6074911
433,33.7502104,0.6075088
434,33.7502668,0.6075186
435,33.7497497,0.6079593
436,33.7499093,0.6080177
437,33.7499486,0.6079909
438,33.750204,0.6075954
439,33.7502388,0.6075294
440,33.7502671,0.60747
441,33.75033,0.6074617
442,33.7503233,0.60745
443,33.7503134,0.6074366
444,33.7502883,0.6074517
445,33.7502733,0.6074717
446,33.7502472,0.6074604
447,33.75021,0.6074533
448,33.7502538,0.607364
449,33.7502433,0.6074017
450,33.75024,0.6074
451,33.7502367,0.6073933
452,33.7502417,0.6073867
453,33.7502183,0.6074089
454,33.7502317,0.6074167
455,33.7502417,0.6074133
456,33.7502375,0.6074166
457,33.7502317,0.6074133
458,33.7502317,0.60742
459,32.4644464,0.075529
460,33.1059946,1.2423
461,33.1660645,1.4878923
462,33.7500241,0.6080718
463,33.3964745,1.845987
464,34.1986464,0.7378914
465,34.1993693,0.7379546
466,34.2029206,0.7412171
467,31.7058384,-0.3800019
468,31.7058454,-0.3800735
469,31.7058123,-0.3800173
470,31.7058538,-0.3799766
471,31.7062619,-0.3798276
472,31.7069714,-0.3798587
473,31.7069045,-0.3799957
474,31.7068555,-0.3799731
475,32.8942427,2.2573776
476,33.49167,0.2189817
477,33.4917133,0.2189933
478,33.4906117,0.2196733
479,33.4906417,0.219675
480,33.4906742,0.2196392
481,33.4915411,0.2190601
482,31.7082554,3.6547004
483,33.1227641,0.9728517
484,33.1227458,0.9728716
485,33.1225156,0.9728168
486,33.1225903,0.9728097
487,33.1226386,0.9728352
488,33.1224916,0.9728683
489,33.1221629,0.9730432
490,33.121657,0.973447
491,33.1213641,0.9736508
492,33.1213156,0.9738323
493,33.1215373,0.9742497
494,33.1215496,0.9742702
495,33.121558,0.9743162
496,33.1248676,0.9829979
497,33.124733,0.98291
498,33.1247475,0.9828867
499,33.1247525,0.9828984
500,33.124755,0.9829008
501,33.1247425,0.9829033
502,33.1247241,0.9829083
503,33.1246957,0.9828912
504,33.1247,0.98291
505,33.1247042,0.9829217
506,33.1246899,0.9829334
507,33.124675,0.98295
508,33.1246817,0.9829303
509,33.1246792,0.9829359
510,33.1202817,0.949875
511,33.1203365,0.9498177
512,33.1202851,0.9498183
513,33.1198015,0.9499772
514,33.1194994,0.9497954
515,33.1195067,0.9498
516,33.1194817,0.94978
517,33.1192587,0.9491244
518,33.1191467,0.9490867
519,33.1191254,0.9489568
520,33.1191018,0.9488385
521,33.1190847,0.9488163
522,33.1190674,0.9487313
523,33.1190385,0.9486715
524,33.1190158,0.9486625
525,33.1190158,0.94865
526,33.1190346,0.9486133
527,33.1190367,0.9485921
528,33.1190334,0.9485909
529,33.1190576,0.9485947
530,33.1190813,0.9486144
531,33.1191108,0.9486605
532,34.1696463,0.7039896
533,34.1699967,0.7027933
534,34.1704751,0.7023063
535,34.1714783,0.7022567
536,33.7498794,0.608087
537,33.7498431,0.6080598
538,33.7502766,0.6075058
539,33.7502185,0.6074871
540,33.7502074,0.6074644
541,33.7502721,0.607598
542,33.7502707,0.6076078
543,33.7503352,0.6075425
544,33.7503837,0.6074868
545,33.7502697,0.6075423
546,33.750259,0.6076452
547,33.7502535,0.6076577
548,33.7502567,0.6076346
549,33.7502533,0.6076158
550,33.7502509,0.6075924
551,33.7502667,0.6075993
552,33.7502666,0.6075991
553,33.7502594,0.6075848
554,33.7502466,0.6075759
555,33.7502351,0.6075866
556,33.7502441,0.6075707
557,33.7502417,0.6073683
558,33.750245,0.6073733
559,33.750245,0.6073783
560,33.7502475,0.6073913
561,33.750215,0.6074267
562,33.750215,0.6074267
563,33.7502118,0.6074083
564,33.750215,0.6074117
565,33.7502175,0.6074167
566,33.7502267,0.6074433
567,33.7502283,0.60744
568,33.7502267,0.60744
569,33.75022,0.6074383
570,33.7502083,0.6074225
571,33.75018,0.607435
572,33.7500326,0.6084191
573,33.7500683,0.6084017
574,33.7500584,0.6084017
575,33.7500308,0.6084575
576,33.7500325,0.6084508
577,33.749995,0.6084382
578,33.7499808,0.6084375
579,33.74999,0.608465
580,33.7499913,0.6084686
581,33.7499434,0.6084733
582,33.750003,0.608535
583,33.7500442,0.6074825
584,33.7500288,0.607459
585,33.7500478,0.6074635
586,33.750071,0.6074798
587,33.7500764,0.6074626
588,33.7500969,0.6074874
589,33.7501333,0.6074491
590,33.7501591,0.6074425
591,33.7501609,0.6074609
592,33.7501437,0.6074387
593,33.7501888,0.6074409
594,33.7502442,0.6074391
595,33.7502083,0.6074383
596,33.7501801,0.6074567
597,33.7501658,0.6074533
598,33.750165,0.607428
599,33.7501666,0.6074203
600,33.7501833,0.607445
601,33.7498975,0.6087007
602,33.7499115,0.6085566
603,33.7499878,0.6076244
604,33.7500363,0.6075062
605,33.7500555,0.6074748
606,33.7501102,0.6074901
607,33.750115,0.607475
608,33.7500979,0.6074729
609,33.7500983,0.6074666
610,33.7501756,0.6073838
611,33.7501844,0.6073833
612,33.7502308,0.6073909
613,33.75022,0.6074017
614,33.7502019,0.6073806
615,33.7502017,0.6073733
616,33.7501933,0.6073337
617,33.7501956,0.6073064
618,33.7501709,0.6073542
619,33.7501482,0.6074091
620,33.7501266,0.607395
621,33.7501321,0.6074017
622,33.7501033,0.6073858
623,33.7501126,0.6073817
624,33.7501125,0.6073992
625,33.7501284,0.6074
626,32.6070586,0.5250932
627,32.6070407,0.5250264
628,32.6069523,0.5249964
629,32.6068952,0.5249641
630,32.6062508,0.5253595
631,32.6068208,0.5247208
632,32.6068045,0.5247554
633,32.6253765,0.5215166
634,32.6253456,0.5215809
635,32.2255754,0.85266
636,32.2258373,0.8524828
637,32.2253674,0.8522164
638,32.4645197,0.0756588
639,32.4645449,0.0756999
640,32.4645043,0.0756169
641,32.4645462,0.0756707
642,32.4645763,0.0756352
643,32.4646165,0.0756426
644,34.021135,0.691105
645,34.0214203,0.6911295
646,33.1261773,0.9818975
647,33.1261494,0.9818827
648,33.1261492,0.9818575
649,33.1261383,0.9818725
650,33.1261434,0.9818725
651,33.1261534,0.9818742
652,33.1261775,0.9819
653,33.1261666,0.98189
654,33.1261667,0.981895
655,33.1261792,0.9818942
656,33.1262725,0.9817925
657,33.126355,0.9817059
658,33.1263225,0.9817225
659,33.1262966,0.9817817
660,33.1262592,0.9817875
661,33.1262383,0.9818159
662,33.126234,0.9818806
663,33.1262216,0.98188
664,33.1262192,0.981885
665,33.1262167,0.9818833
666,33.1262041,0.9818833
667,33.1262008,0.9818842
668,33.1261916,0.9818816
669,33.1262266,0.981849
670,33.1262208,0.9818342
671,33.1262308,0.9818491
672,33.1262258,0.9818691
673,33.1262217,0.9818675
674,33.1262348,0.9818709
675,33.1262158,0.9818766
676,33.126225,0.9818417
677,33.1263724,0.9815995
678,33.1261817,0.9819503
679,30.1827353,0.3360563
680,30.1826834,0.3360608
681,30.1825731,0.3360259
682,30.1825487,0.33608
683,30.1825939,0.3360749
684,30.1826081,0.3363818
685,34.17708,0.6559656
686,34.17708,0.6559656
687,32.6252653,0.5215917
688,32.6252918,0.5214698
689,32.6253242,0.5214875
690,32.6252957,0.5215289
691,32.5681098,0.4342105
692,32.5678815,0.4344002
693,32.5665333,0.4328738
694,32.5665607,0.4326594
695,32.5665859,0.4327883
696,32.5661209,0.4328426
697,33.625715,1.800905
698,33.6256685,1.8009317
699,33.6256097,1.8009122
700,33.625676,1.8008832
701,33.6256852,1.8009115
702,33.6255888,1.8009107
703,33.6256479,1.8009498
704,33.6255885,1.8009275
705,33.6256039,1.8008953
706,33.6256451,1.8008697
707,33.6255783,1.8008084
708,33.6256,1.8008938
709,33.625538,1.8008266
710,33.6254182,1.8008817
711,33.6256283,1.8008943
712,33.625559,1.8009097
713,33.6255695,1.8009342
714,33.6255025,1.800981
715,33.6255056,1.8009306
716,33.6255399,1.8009731
717,33.6255477,1.8009958
718,33.6255713,1.8009203
719,33.6256374,1.8009714
720,33.6255909,1.8009826
721,33.44744,1.5377683
722,33.4473271,1.5378719
723,32.4392006,1.5233227
724,32.4393368,1.5232219
725,33.1128541,0.9816811
726,33.1127348,0.981306
727,33.1128215,0.9812884
728,33.1128916,0.9813588
729,33.1128276,0.9813664
730,33.1129146,0.9812299
731,33.1127359,0.9813462
732,33.1127417,0.9813191
733,33.1128636,0.9812163
734,33.1128268,0.9811978
735,33.1127917,0.9812915
736,33.1128575,0.981288
737,33.1129582,0.9812738
738,33.112929,0.9813212
739,33.11293,0.9812622
740,33.112859,0.9813049
741,33.1128656,0.9813255
742,33.1127888,0.9813043
743,33.1128586,0.9813122
744,33.1128397,0.9813188
745,33.1127965,0.9813418
746,33.1127943,0.9813236
747,33.1128518,0.9813041
748,33.1128068,0.981365
749,33.1127158,0.9813872
750,33.112721,0.981365
751,33.1129271,0.9813345
752,33.1126771,0.9813674
753,33.1125788,0.9814312
754,33.1127991,0.9813928
755,33.1127229,0.9813918
756,33.1125498,0.981433
757,33.1125725,0.9814241
758,33.1127436,0.9813486
759,33.1127557,0.9813368
760,33.1128677,0.981299
761,33.1128012,0.9813233
762,33.1128513,0.9812951
763,33.1127562,0.981355
764,33.1127644,0.9813148
765,32.6116187,0.5260927
766,32.9153862,0.7238501
767,32.9155083,0.723765
768,32.9155205,0.7235959
769,32.9155863,0.7236284
770,32.9155668,0.7235848
771,32.90544,0.7772108
772,32.5673034,0.4342276
773,0.434231,32.567304
774,32.5673815,0.4342377
775,32.5673684,0.434215
776,33.1239583,0.98253
777,33.123846,0.982427
778,33.12381,0.9823983
779,33.1233746,0.9825047
780,33.1232131,0.9823783
781,33.123147,0.9822715
782,33.1230597,0.9820686
783,33.1230667,0.9817049
784,33.1230886,0.981711
785,33.1226328,0.9816726
786,33.1225755,0.9815977
787,33.1225504,0.9817545
788,33.1226206,0.9816728
789,33.1220052,0.9812506
790,33.1219821,0.9812611
791,33.121813,0.9811685
792,33.1215003,0.9810734
793,33.1211812,0.9809094
794,33.1210032,0.980881
795,33.1158485,0.9856941
796,33.1202357,0.9809241
797,33.1198743,0.9808947
798,33.119495,0.9807583
799,33.1165479,0.9816372
800,33.1162624,0.9820216
801,33.115766,0.9823979
802,33.1154815,0.9825824
803,33.1149703,0.9829069
804,33.1147594,0.9828276
805,33.1138506,0.9834399
806,33.1139026,0.9834105
807,33.1139274,0.9834012
808,33.1139275,0.9833691
809,33.1139191,0.9833642
810,33.113975,0.9833467
811,33.1139983,0.9833267
812,0.9833232,33.1139983
813,33.1136544,0.9831908
814,33.1135936,0.9831309
815,33.1135524,0.983141
816,33.1135299,0.9831525
817,33.1134692,0.9831582
818,33.1134742,0.983139
819,33.1134832,0.9831523
820,33.1135016,0.9831608
821,33.1134756,0.9831398
822,33.1135005,0.9831626
823,33.1135316,0.9831783
824,33.1135087,0.9832137
825,33.1135055,0.9831882
826,33.1135226,0.9831615
827,33.1135325,0.9831617
828,33.1135601,0.9831733
829,33.1135575,0.9831626
830,33.1135583,0.9831675
831,33.1135577,0.9831749
832,33.1135664,0.9831632
833,33.1135722,0.983143
834,33.1136097,0.9831274
835,33.113557,0.9831649
836,33.1135663,0.9831705
837,33.11357,0.9831906
838,33.1135585,0.9831891
839,33.1135512,0.9831804
840,33.113532,0.983203
841,33.1135215,0.9832099
842,33.1135183,0.9832107
843,33.1135267,0.983216
844,33.1135395,0.9832024
845,33.1135682,0.9831941
846,33.1135729,0.9831686
847,33.1135768,0.9831714
848,33.1135483,0.9831709
849,33.1135324,0.9831744
850,33.1135317,0.9831833
851,33.114205,0.9799267
852,33.1142833,0.9787667
853,33.1145565,0.9778168
854,33.1143163,0.9764801
855,32.6269883,0.5405767
856,32.6192408,0.5276304
857,32.6268936,0.5406452
858,32.6269612,0.5405935
859,32.61783,0.52653
860,32.6271494,0.5404826
861,32.5978221,1.5179076
862,32.5966548,1.5171313
863,32.5979455,1.5173964
864,32.5979706,1.5173801
865,33.6196912,0.3786093
866,31.7053668,-0.3766848
867,31.7036984,-0.3740444
868,31.7050387,-0.3785743
869,31.704932,-0.3786346
870,31.7050768,-0.3787349
871,31.7050693,-0.3786707
872,31.7058461,-0.3800401
873,31.7011404,3.6599788
874,31.7011651,3.6600086
875,31.4978259,1.4983768
876,32.9058646,0.7779105
877,32.9058964,0.7779452
878,32.9058509,0.7778194
879,32.9058656,0.7778405
880,32.9058894,0.7778697
881,30.7884787,0.9340206
882,30.7764389,0.930008
883,30.7884836,0.9338935
884,30.7884469,0.9339637
885,30.759435,0.924405
886,30.7885583,0.9339433
887,30.7885431,0.9339689
888,30.7885386,0.9339365
889,30.7885584,0.9338575
890,30.7851438,0.9327445
891,30.7886505,0.9338119
892,30.7886778,0.9337599
893,30.7885987,0.9339068
894,30.7885279,0.9337343
895,30.7886983,0.933922
896,30.7833723,0.9321755
897,30.7885118,0.9339552
898,30.7881391,0.9338433
899,30.7878094,0.9337048
900,30.7885598,0.9340339
901,33.1205259,0.9605311
902,33.120522,0.9605241
903,33.1204897,0.9605064
904,33.1204616,0.960485
905,33.1204417,0.9604859
906,33.1204508,0.960495
907,33.1204642,0.9604891
908,33.1204576,0.9604873
909,33.1204592,0.9604992
910,33.1204642,0.9605033
911,33.1204641,0.9604891
912,33.1204458,0.9604775
913,33.1204568,0.9604624
914,31.4977864,1.4984729
915,31.4977776,1.4983863
916,30.8579572,1.0160419
917,30.8580957,1.0161127
918,30.8583001,1.0159992
919,31.49777,1.49827
920,31.491083,1.4997086
921,32.9165749,1.7399127
922,31.4977133,1.4983527
923,31.4978002,1.4984291
924,30.8432242,0.9345872
925,30.8434774,0.9355081
926,30.8420711,0.9367373
927,33.4474364,1.5379119
928,33.447519,1.5378642
929,33.1153588,0.9827577
930,33.1153585,0.9827293
931,33.1153785,0.9826983
932,33.115396,0.9826773
933,33.115453,0.9826316
934,33.1157054,0.9824959
935,33.1159294,0.9823501
936,30.8434435,0.9354019
937,30.8367856,0.9336694
938,30.9454564,3.0758736
939,30.9454693,3.0758632
940,32.6219043,1.5031883
941,32.6221384,1.5030201
942,32.6220279,1.503051
943,32.6219754,1.5030436
944,32.6219845,1.5030065
945,32.622024,1.5029854
946,32.6218775,1.5029532
947,32.6218028,1.5030269
948,32.6217575,1.5030021
949,32.2361896,0.7387798
950,32.2401009,0.7288642
951,32.2780012,0.6557175
952,32.6221342,1.5031693
953,32.6222787,1.5031708
954,32.6223363,1.5035881
955,31.7058832,-0.3800768
956,31.7059778,-0.3800228
957,31.8095189,-0.2703511
958,31.8095189,-0.2703511
959,31.8095189,-0.2703511
960,31.8095189,-0.2703511
961,31.8158877,-0.272881
962,31.816728,-0.2698707
963,31.81677,-0.2698233
964,31.81677,-0.2698233
965,31.81677,-0.2698233
966,31.7059479,-0.3800869
967,32.2253729,0.8522808
968,30.8311017,0.95489
969,30.830985,0.9549114
970,30.8309399,0.954868
971,31.3384408,2.4645091
972,31.3385033,2.4645442
973,31.3385433,2.4645216
974,31.3385547,2.4645084
975,31.3385317,2.4645325
976,32.60674,0.4288867
977,31.3385481,2.4645189
978,32.6065767,0.4287967
979,32.6067541,0.4289108
980,31.2396353,1.3606912
981,31.2397626,1.3607112
982,31.2399546,1.3608133
983,30.9684175,3.5665645
984,30.8420642,0.9368083
985,32.9085933,0.701915
986,32.9083656,0.7018092
987,32.9096117,0.7003833
988,32.9095967,0.700465
989,30.4488813,0.1807902
990,32.6211239,0.5269215
991,32.6211757,0.5273409
992,33.1247456,0.9829056
993,33.1247402,0.9829065
994,33.1247533,0.9828936
995,33.1247344,0.9829059
996,33.1247164,0.9829249
997,33.1247169,0.9829284
998,33.1247239,0.9829111
999,33.1246733,0.9829087
1000,33.1246793,0.9829147
1001,33.1246979,0.9829201
1002,33.1247181,0.9829088
1003,33.1247107,0.9829291
1004,33.1248089,0.982897
1005,33.1248348,0.9829116
1006,33.124821,0.9828987
